"statistikkvariabel"	"statistikkmål"	"yrke"	"sektor"	"næring (SN2007)"	"kjønn"	"2015 I alt"	"2015 Heltidsansatte"	"2015 Deltidsansatte"	"2016 I alt"	"2016 Heltidsansatte"	"2016 Deltidsansatte"	"2017 I alt"	"2017 Heltidsansatte"	"2017 Deltidsansatte"	"2018 I alt"	"2018 Heltidsansatte"	"2018 Deltidsansatte"	"2019 I alt"	"2019 Heltidsansatte"	"2019 Deltidsansatte"	"2020 I alt"	"2020 Heltidsansatte"	"2020 Deltidsansatte"	"2021 I alt"	"2021 Heltidsansatte"	"2021 Deltidsansatte"	"2022 I alt"	"2022 Heltidsansatte"	"2022 Deltidsansatte"
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"55 Overnattingsvirksomhet"	"Menn"	31140	32980	27040	32820	34220	28680	33620	34920	29830	34670	35910	30960	35610	36850	31650	37160	38640	32120	37200	38670	32910	39470	41120	34690
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"55 Overnattingsvirksomhet"	"Kvinner"	28370	30330	26040	29860	30900	27920	30800	31820	28820	31960	33060	29770	33070	34220	30700	34030	35410	31010	34210	35540	31720	36330	37950	33380
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"56.1_56.3 Restaurantvirksomhet og drift av barer"	"Begge kjønn"	27480	30020	24720	27680	28250	26100	28290	28950	26520	29540	30190	27800	30770	31450	28940	31220	32040	29090	32730	33860	30040	34550	36120	31290
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"56.1_56.3 Restaurantvirksomhet og drift av barer"	"Menn"	28630	30640	25400	28960	29700	26560	29540	30340	26990	30650	31360	28350	31890	32630	29440	32370	33190	29700	34230	35380	30760	35930	37370	32040
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"56.1_56.3 Restaurantvirksomhet og drift av barer"	"Kvinner"	26310	29100	24250	26430	26720	25750	27030	27420	26140	28390	28850	27360	29610	30100	28570	30020	30690	28630	31180	32060	29500	33080	34530	30720
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet"	"Begge kjønn"	34100	36360	27680	34270	36010	29050	34630	35950	29770	36140	37580	30520	37450	38890	31630	38790	40500	31750	39760	41610	32770	40500	42140	33950
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet"	"Menn"	36850	38740	27680	36920	38640	29320	37130	38280	30100	38600	39820	30910	40020	41260	32050	41570	43030	31980	42220	43790	33180	42880	44210	34280
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"56.2 Cateringvirksomhet og kantiner drevet som selvstendig virksomhet"	"Kvinner"	32180	34330	27680	32390	33850	28930	32860	34020	29640	34420	35770	30370	35590	36930	31470	36780	38410	31660	37880	39700	32590	38700	40330	33810
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"58 Forlagsvirksomhet"	"Begge kjønn"	53330	54310	42310	55190	56360	42120	56480	57590	43140	57970	59120	44280	60690	61730	46550	62260	63330	47390	64920	65910	50180	67490	68560	51060
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"58 Forlagsvirksomhet"	"Menn"	56730	57430	44290	58780	59700	43670	59920	60830	44110	61400	62320	45740	64200	65050	48560	65700	66570	49360	68640	69390	53380	71260	72230	52600
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"58 Forlagsvirksomhet"	"Kvinner"	47640	48640	40950	49090	50250	40890	50690	51760	42380	52310	53490	43100	54920	56000	44770	56610	57760	45660	58990	60110	47470	61640	62680	49560
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"59 Film- og TV-produksjon, musikkutgivelse"	"Begge kjønn"	41720	44040	33620	44040	46460	34890	44630	46960	34900	45480	48340	34930	47000	49680	36020	49570	52270	37750	50230	52800	38770	52370	54960	40170
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"59 Film- og TV-produksjon, musikkutgivelse"	"Menn"	43000	45100	34090	45400	47620	35650	46130	48360	35410	47050	49680	35780	48380	50740	37280	50790	53240	38890	51480	53900	39480	53910	56400	41050
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"59 Film- og TV-produksjon, musikkutgivelse"	"Kvinner"	39840	42320	33140	41840	44420	33970	42300	44640	34300	43080	46130	33960	44940	48010	34580	47880	50860	36440	48510	51230	37990	50230	52890	39140
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"60 Radio- og fjernsynskringkasting"	"Begge kjønn"	48210	48930	38970	49840	50590	39630	51240	52010	40720	53810	54780	42770	55820	56720	45220	57630	58490	46660	59230	60150	47350	61940	62990	49360
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"60 Radio- og fjernsynskringkasting"	"Menn"	50280	50940	39790	52040	52750	40320	53140	53860	41370	55740	56660	43300	57750	58670	45920	59330	60120	47720	60980	61860	47940	63590	64610	49840
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"60 Radio- og fjernsynskringkasting"	"Kvinner"	45630	46340	38270	47050	47780	39030	48820	49600	40130	51460	52420	42300	53420	54260	44500	55500	56390	45630	56990	57920	46780	59850	60890	48880
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"61 Telekommunikasjon"	"Begge kjønn"	57120	57870	40730	57990	58740	41210	59330	59960	42170	63910	64600	44170	64560	65260	45550	63700	64490	44860	64950	65700	45690	69060	69870	48260
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"61 Telekommunikasjon"	"Menn"	59470	60110	42030	60160	60820	42360	61170	61710	42980	65840	66400	45780	66170	66780	46900	65110	65820	45830	66240	66930	46930	70620	71350	49270
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"61 Telekommunikasjon"	"Kvinner"	50910	51750	38880	52090	52930	39430	54210	54980	40970	58460	59380	41850	59880	60760	43130	59580	60530	42980	61090	61980	43000	64550	65500	46280
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"62 IT-tjenester"	"Begge kjønn"	57670	58080	47770	59140	59790	46120	60420	61150	46190	62120	62890	46990	64000	64700	48790	65590	66320	49820	68490	69200	51680	71570	72250	54420
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"62 IT-tjenester"	"Menn"	59210	59460	50440	60690	61160	47660	61990	62600	47110	63740	64390	48130	65790	66360	50230	67410	68040	51330	70420	71010	53690	73680	74250	56600
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"62 IT-tjenester"	"Kvinner"	51930	52620	44570	53430	54390	43980	54710	55640	44630	56410	57380	44940	57960	58870	46410	59590	60500	47110	62480	63410	48160	65340	66210	50660
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"63 Informasjonstjenester"	"Begge kjønn"	53090	53560	43100	53490	54030	45540	55130	55750	45720	56710	57380	46100	57910	58860	42430	60910	61730	45940	67260	68390	46000	68730	69860	47830
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"63 Informasjonstjenester"	"Menn"	55710	55990	46370	56020	56480	47270	57250	57790	46920	58860	59410	47820	60380	61190	43200	63390	64130	46980	70080	71160	46790	70910	71830	50330
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"63 Informasjonstjenester"	"Kvinner"	47000	47580	40490	47550	47980	43450	49860	50440	44160	51280	52020	43790	51770	52780	41460	54780	55600	44430	60410	61520	44710	63440	64920	44160
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Begge kjønn"	56340	57370	41830	57660	58650	42010	60030	60950	43610	62310	63240	44340	65630	66500	46850	67370	68210	47750	69670	70440	48780	73470	74180	52160
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Menn"	65590	66020	49970	66480	66940	46930	69050	69500	49730	71440	71990	47020	74560	75050	50510	76010	76550	50360	78270	78770	51080	82060	82570	54670
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"64.1_65.1-65.3 Bank- og forsikringsvirksomhet"	"Kvinner"	47510	48400	39860	48960	49810	40830	50900	51730	41950	52980	53770	43560	56400	57200	45770	58330	59100	46850	60600	61320	47950	64360	65020	51130
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Begge kjønn"	71360	72350	56230	73450	75390	46490	73660	75630	47570	75480	77430	47970	77110	78750	52760	78470	79730	57610	84530	85890	60690	89340	90980	60700
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Menn"	82640	83040	73250	84130	86030	49460	84540	86530	50120	86580	88620	51140	87910	89570	58290	88890	90130	65280	96030	97390	69010	100950	102700	66780
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"64.2-64.9_66.1-66.3 Annen finansiell tjenesteyting"	"Kvinner"	53070	53970	44490	55980	57210	43740	55780	56900	45150	57650	58860	44750	59840	60960	46830	61630	62580	48660	65350	66380	50450	69550	70690	52710
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"68.2 Utleie av egen eller leid fast eiendom"	"Begge kjønn"	45860	48400	37250	47420	50050	38510	48880	51520	39190	50410	53250	39750	52550	55450	41390	54390	57530	42750	58240	62000	44220	60670	64320	47000
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"68.2 Utleie av egen eller leid fast eiendom"	"Menn"	48400	50650	38670	50130	52400	40210	51750	53950	40940	53520	55910	41760	55580	58010	43310	57600	60400	44530	61720	64890	46730	63910	67020	49430
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"68.2 Utleie av egen eller leid fast eiendom"	"Kvinner"	40340	42600	35410	41630	44060	36400	42670	45180	37150	44020	46800	37390	46350	49290	39160	47710	50630	40500	51230	55260	41130	54220	58180	43900
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"68.31 Eiendomsmegling"	"Begge kjønn"	60130	61280	43310	64880	67320	48930	63170	65580	48620	66020	68680	48350	67940	70180	50530	72470	74830	52660	74940	77080	56620	75890	77850	58970
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"68.31 Eiendomsmegling"	"Menn"	67670	68420	48370	73400	75890	54010	69670	72460	50170	72960	75830	49950	74540	77050	52860	79090	81580	54620	83180	85420	60900	83360	85480	63040
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"68.31 Eiendomsmegling"	"Kvinner"	49940	50960	40760	53080	54820	43890	53980	55380	46970	56400	58210	46800	58610	60200	47870	63190	65000	50640	63700	65290	52290	65640	67110	54430
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Begge kjønn"	48540	49860	41020	49930	51260	41650	51130	52390	42720	52810	54060	43970	54570	55780	45330	56090	57390	45550	59540	60920	47730	62390	63760	49860
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Menn"	55840	56450	48050	57100	57940	46380	58080	58930	46960	59750	60580	48480	61460	62230	50710	62880	63780	49410	66710	67570	53080	69280	70220	54400
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"69 Juridisk og regnskapsmessig tjenesteyting"	"Kvinner"	43800	44900	39350	45230	46300	40410	46610	47640	41570	48270	49320	42700	50060	51160	43760	51630	52810	44420	54770	56110	46160	57750	59080	48410
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"70 Hovedkontortjenester, administrativ rådgivning"	"Begge kjønn"	59490	60890	46510	59740	61670	43420	60380	62350	43260	63270	65420	44590	64660	66970	44780	66660	68870	47790	70020	72420	48650	74700	77170	50840
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"70 Hovedkontortjenester, administrativ rådgivning"	"Menn"	65390	66360	52470	65660	67480	46320	66040	67960	45420	69440	71650	46560	70410	72770	46570	72500	74540	51220	76770	79110	51400	82220	84730	53050
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"70 Hovedkontortjenester, administrativ rådgivning"	"Kvinner"	49000	50280	41490	49300	50780	40310	50550	52070	40910	52720	54280	42320	55090	56900	42680	57000	59000	44090	59420	61400	45760	63080	64990	48500
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"71 Arkitekter og tekniske konsulenter"	"Begge kjønn"	57040	57610	50270	57750	58530	48470	58980	59650	50250	60010	60680	50790	62360	62980	53290	63320	63940	54160	67570	68330	56170	69340	69940	59610
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"71 Arkitekter og tekniske konsulenter"	"Menn"	59750	60070	54400	60180	60690	50900	61420	61840	53120	62190	62650	52800	64670	65110	55260	65580	66000	56400	70250	70810	58430	71700	72130	62120
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"71 Arkitekter og tekniske konsulenter"	"Kvinner"	50030	50670	46040	51510	52390	46170	52730	53520	47530	54450	55230	48800	56540	57200	51320	57740	58460	51930	61120	61970	53860	63750	64470	56990
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"72 Forskning og utviklingsarbeid"	"Begge kjønn"	54710	54920	52670	56290	56750	52060	57790	58270	53390	59100	59590	54500	61280	61680	57140	61970	62360	57700	64620	65040	59920	67760	68170	63000
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"72 Forskning og utviklingsarbeid"	"Menn"	59180	59260	58210	60500	60900	56050	61890	62240	57860	62820	63250	58270	65170	65460	61600	65870	66090	63130	68770	69070	65170	72080	72400	68010
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"72 Forskning og utviklingsarbeid"	"Kvinner"	49270	49460	47880	51210	51540	48720	52830	53260	49720	54530	54980	50880	56630	57020	53150	57390	57880	52710	59810	60300	54970	62870	63310	58150
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"73 Reklamevirksomhet og markedsundersøkelser"	"Begge kjønn"	44450	47200	31280	46160	47970	34830	47630	49390	35820	48570	50460	35300	50230	52170	35700	52730	54740	37700	55050	57050	38320	58030	59830	41150
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"73 Reklamevirksomhet og markedsundersøkelser"	"Menn"	46960	49720	30980	49360	51180	35470	51010	52900	36450	52220	54230	35750	53670	55680	36210	55980	58110	38300	58450	60570	39090	61470	63410	41640
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"73 Reklamevirksomhet og markedsundersøkelser"	"Kvinner"	41150	43660	31560	42210	43770	34280	43500	44940	35230	44070	45620	34870	46010	47700	35230	48610	50360	37090	50800	52550	37510	53900	55460	40660
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"77 Utleie- og leasingvirksomhet"	"Begge kjønn"	44490	45910	34220	45180	46100	35680	46120	46970	36430	46830	47710	37270	48680	49580	37340	50590	51610	36590	52900	54030	38720	53990	55190	39550
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"77 Utleie- og leasingvirksomhet"	"Menn"	45120	46400	34150	45850	46690	35230	46580	47360	35430	47320	48090	37120	49340	50200	36940	51110	52020	35740	52980	53980	37990	54350	55500	38680
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"77 Utleie- og leasingvirksomhet"	"Kvinner"	42010	43770	34380	42470	43480	36590	44220	45220	38320	44790	45970	37590	46120	47080	38230	48540	49880	38220	52570	54240	40230	52640	54000	41570
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"78 Arbeidskrafttjenester"	"Begge kjønn"	35460	37390	32290	35540	36760	32430	36380	37090	33280	38030	38720	34880	40010	40830	36130	40630	41650	36430	42470	43980	38100	45140	46470	40560
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"78 Arbeidskrafttjenester"	"Menn"	35750	37800	32010	35820	36910	32550	36730	37380	33540	38500	39140	35280	40270	40970	36600	41070	41930	37060	42910	44210	38780	45560	46770	41010
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"78 Arbeidskrafttjenester"	"Kvinner"	34760	36260	32850	34790	36290	32220	35460	36260	32770	36690	37440	34000	39260	40380	35100	39520	40870	35260	41400	43360	36810	44060	45640	39660
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"79 Reisebyråer og reisearrangører"	"Begge kjønn"	38530	40090	33150	39570	40810	34140	40570	41730	35360	42030	43380	35560	42510	43610	36820	42280	44310	35120	44620	46210	37430	47050	48450	39550
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"79 Reisebyråer og reisearrangører"	"Menn"	42050	44150	33630	43120	44850	33830	44670	46350	35860	46200	48000	36300	46290	47710	37540	46660	48600	37770	48500	50650	38380	50940	53030	40400
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"79 Reisebyråer og reisearrangører"	"Kvinner"	36690	37860	32940	37750	38620	34260	38470	39270	35150	39790	40810	35230	40550	41380	36510	39750	41610	33990	42300	43510	36890	44790	45830	39020
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"80 Vakttjeneste og etterforsking"	"Begge kjønn"	34920	36230	32090	36480	37430	34150	37240	38720	34170	38280	39820	35000	38520	39780	35530	40070	41800	36240	40570	42590	36560	41740	43740	37930
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"80 Vakttjeneste og etterforsking"	"Menn"	35560	36980	32260	37190	38220	34450	37930	39460	34490	38860	40550	35110	39140	40470	35860	40900	42770	36620	41210	43360	36870	42450	44660	38110
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"80 Vakttjeneste og etterforsking"	"Kvinner"	32850	33580	31630	34180	34600	33350	35030	36070	33300	36350	37270	34650	36500	37420	34580	37410	38560	35130	38400	39940	35570	39410	40570	37420
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"81 Tjenester tilknyttet eiendomsdrift"	"Begge kjønn"	33220	35130	29440	34610	36450	30700	35460	37250	31460	36260	38060	32040	37530	39320	33130	37830	39820	32850	39480	41700	34070	41190	43420	35690
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"81 Tjenester tilknyttet eiendomsdrift"	"Menn"	35120	36590	29960	36620	37870	31420	37490	38680	32270	38420	39590	32990	39810	40960	34140	40450	41730	33930	42140	43550	35010	44040	45440	36990
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"81 Tjenester tilknyttet eiendomsdrift"	"Kvinner"	31290	33030	29180	32580	34360	30380	33370	35130	31110	34040	35820	31640	35230	36990	32710	35300	37230	32430	36930	39180	33700	38490	40740	35180
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"81.2 Rengjøringsvirksomhet"	"Begge kjønn"	31500	33250	28820	32710	34440	30170	33340	34930	31010	34060	35650	31620	35310	36900	32840	35490	37500	32380	37050	39400	33700	38660	40930	35500
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"81.2 Rengjøringsvirksomhet"	"Menn"	33330	35230	29330	34670	36480	30780	35330	37020	31690	36180	37820	32380	37580	39250	33630	38170	40230	33150	39760	42110	34390	41470	43650	36440
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"81.2 Rengjøringsvirksomhet"	"Kvinner"	30040	31280	28520	31150	32330	29850	31800	32830	30650	32420	33460	31240	33650	34670	32470	33630	34990	32050	35190	36890	33400	36780	38410	35110
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"82 Forretningsmessig tjenesteyting ellers"	"Begge kjønn"	44610	47070	32920	44930	46830	34240	45800	47770	34500	46830	48740	34950	48020	49980	35060	49340	52140	34790	51040	54290	35420	53810	56840	36680
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"82 Forretningsmessig tjenesteyting ellers"	"Menn"	49300	51710	33850	48880	50930	34550	49380	51510	34520	50190	52130	35090	51570	53670	35180	53110	56710	34180	54540	58790	34780	57630	61360	36110
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"82 Forretningsmessig tjenesteyting ellers"	"Kvinner"	39320	41280	32280	40450	41870	34000	41630	43150	34480	42780	44400	34850	43800	45380	34950	44760	46560	35510	46610	48670	36280	49030	51160	37350
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"84.11 Generell offentlig administrasjon"	"Begge kjønn"	43820	44530	38360	45510	46370	39000	46600	47420	40170	48140	48970	41260	50010	50790	43220	50510	51270	43150	52690	53440	45030	55340	56110	47070
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"84.11 Generell offentlig administrasjon"	"Menn"	48120	48510	42970	49720	50280	43070	50490	51020	43900	52110	52630	45220	54010	54470	47970	54050	54490	47680	56080	56550	49050	58610	59140	50750
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"84.11 Generell offentlig administrasjon"	"Kvinner"	41160	41850	36960	42870	43740	37630	44160	45000	38890	45650	46520	39930	47480	48330	41490	48260	49110	41460	50550	51380	43490	53260	54110	45600
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"	"Begge kjønn"	46360	47700	38010	48160	49680	38770	49350	50850	39970	51010	52650	40410	53300	54840	42560	53670	55290	42010	55320	57160	43380	58010	59780	44550
"Månedslønn (kr)"	"Gjennomsnitt"	"Alle yrker"	"Sum alle sektorer"	"84.12 Offentlig adm. tilknyttet helsestell, sosial virksomhet, undervisning, kirke, kultur og miljøvern"	"Menn"	49650	50800	39240	51520	52740	40620	52580	53860	41410	54200	55660	41610	56590	57880	44700	57080	58500	43660	58670	60520	43870	61360	63180	44890
